Name,Email,Phone,Gender,County,Household_Size,Residence_Category,Cylinder_Size,Delivery_Time,Other_Fuel_Usage,Average_Usage_Days,Usage_Segment
John Mutua,john.mutua30@gmail.com,254739803195,Female,Nairobi,1,House,13kg,Evening,Charcoal,46,Regular Users
John Mugo,john.mugo76@gmail.com,254720566013,Male,Wajir,9,House,13kg,Afternoon,Electricity,46,Regular Users
Esther Maina,esther.maina91@gmail.com,254710707851,Male,Vihiga,2,House,50kg,Morning,Kerosene,40,Heavy Users
Mercy Kiptoo,mercy.kiptoo64@gmail.com,254772440792,Male,Kiambu,9,Bedsitter,13kg,Evening,Firewood,49,Regular Users
John Achieng,john.achieng97@gmail.com,254733397837,Female,Nandi,1,Business,13kg,Afternoon,Electricity,116,Low Users
Peter Karanja,peter.karanja12@gmail.com,254735964047,Female,Laikipia,2,Business,13kg,Evening,Charcoal,47,Regular Users
Susan Mutua,susan.mutua11@gmail.com,254756790451,Male,Nairobi,3,Business,13kg,Evening,Kerosene,130,At-Risk
Mary Karanja,mary.karanja24@gmail.com,254764525235,Male,Kisii,10,Business,13kg,Afternoon,None,80,Regular Users
Grace Karanja,grace.karanja68@gmail.com,254700213794,Female,Kakamega,2,Business,6kg,Afternoon,Electricity,67,Regular Users
Joseph Achieng,joseph.achieng38@gmail.com,254754680775,Female,Kajiado,1,Apartment,50kg,Evening,Charcoal,23,Heavy Users
Ruth Ngugi,ruth.ngugi20@gmail.com,254797057204,Female,Wajir,10,Apartment,Other,Morning,Electricity,54,Regular Users
Esther Kuria,esther.kuria99@gmail.com,254780686167,Female,Nairobi,6,Bedsitter,13kg,Evening,Firewood,68,Regular Users
Michael Mutua,michael.mutua67@gmail.com,254702482409,Male,Machakos,7,Bedsitter,Other,Morning,Charcoal,36,Heavy Users
Jane Maina,jane.maina57@gmail.com,254761456567,Male,Embu,4,Business,13kg,Afternoon,Electricity,65,Regular Users
Michael Achieng,michael.achieng97@gmail.com,254787861465,Male,Bomet,7,Bedsitter,50kg,Morning,Charcoal,136,At-Risk
Susan Kuria,"susan.kuria46@gmail.com,",254795431819,Male,Kajiado,7,Apartment,Other,Morning,Electricity,25,Heavy Users
Peter Karanja,peter.karanja96@gmail.com,254756675522,Male,Uasin Gishu,9,Business,13kg,Afternoon,Charcoal,118,Low Users
Faith Kimani,faith.kimani65@gmail.com,254709396639,Male,Bomet,3,House,13kg,Morning,Firewood,143,At-Risk
Peter Kuria,peter.kuria17@gmail.com,254769419984,Female,Laikipia,4,Bedsitter,6kg,Evening,Firewood,56,Regular Users
James Ngugi,james.ngugi10@gmail.com,254715307274,Female,Trans Nzoia,8,Apartment,6kg,Afternoon,Charcoal,43,Heavy Users
Daniel Maina,daniel.maina68@gmail.com,254793383498,Male,Bomet,4,House,6kg,Evening,Charcoal,112,Low Users
Paul Kimani,paul.kimani75@gmail.com,254716689630,Male,Busia,9,Bedsitter,13kg,Afternoon,Charcoal,65,Regular Users
Faith Mugo,faith.mugo88@gmail.com,254797359316,Male,Mandera,4,Apartment,13kg,Evening,Charcoal,114,Low Users
Paul Mutua,paul.mutua72@gmail.com,254740901536,Female,Mombasa,9,Bedsitter,13kg,Evening,Charcoal,118,Low Users
Mercy Kuria,mercy.kuria14@gmail.com,254702560715,Female,Taita Taveta,3,Bedsitter,13kg,Afternoon,Firewood,135,At-Risk
Daniel Cheruiyot,daniel.cheruiyot17@gmail.com,254718948635,Female,Embu,1,House,13kg,Evening,Firewood,86,Regular Users
Grace Muriuki,grace.muriuki18@gmail.com,254720139860,Male,Mombasa,2,Business,13kg,Morning,None,147,At-Risk
Daniel Maina,daniel.maina80@gmail.com,254787730335,Female,Kirinyaga,2,Apartment,13kg,Morning,None,37,Heavy Users
Robert Mugo,robert.mugo98@gmail.com,254719072637,Male,Kajiado,8,House,6kg,Afternoon,Firewood,44,Heavy Users
Esther Otieno,esther.otieno51@gmail.com,254793031300,Female,West Pokot,7,House,Other,Morning,Electricity,73,Regular Users
Paul Mwangi,paul.mwangi20@gmail.com,254770711228,Male,Mandera,9,Bedsitter,6kg,Afternoon,None,77,Regular Users
James Kibet,james.kibet83@gmail.com,254718899981,Male,Kericho,9,Bedsitter,13kg,Evening,Charcoal,86,Regular Users
James Kiptoo,james.kiptoo65@gmail.com,254773136191,Male,Elgeyo Marakwet,6,Apartment,6kg,Morning,Kerosene,123,At-Risk
Mercy Achieng,mercy.achieng39@gmail.com,254744279953,Female,Mombasa,2,Apartment,6kg,Evening,Electricity,43,Heavy Users
Joseph Muriuki,joseph.muriuki79@gmail.com,254793100026,Male,Busia,1,House,13kg,Afternoon,Firewood,133,At-Risk
Paul Kuria,paul.kuria45@gmail.com,254705612727,Female,Vihiga,6,Bedsitter,50kg,Morning,Firewood,51,Regular Users
Esther Kibet,esther.kibet46@gmail.com,254750351821,Female,Kwale,6,Business,13kg,Afternoon,Charcoal,105,Low Users
Grace Mutua,grace.mutua68@gmail.com,254708368133,Female,Kitui,1,Bedsitter,13kg,Morning,None,146,At-Risk
Jane Kiptoo,jane.kiptoo89@gmail.com,254746354013,Female,Nakuru,10,House,13kg,Evening,Charcoal,149,At-Risk
John Kimani,john.kimani94@gmail.com,254718015128,Female,Taita Taveta,8,Bedsitter,Other,Afternoon,Charcoal,36,Heavy Users
Ruth Karanja,ruth.karanja53@gmail.com,254727175530,Male,Muranga,4,Apartment,50kg,Afternoon,Electricity,123,At-Risk
David Kimani,david.kimani12@gmail.com,254729442027,Male,Taita Taveta,1,Business,13kg,Morning,Firewood,62,Regular Users
John Kuria,john.kuria2@gmail.com,254742558225,Male,Bungoma,5,Bedsitter,13kg,Evening,Electricity,58,Regular Users
Ruth Karanja,ruth.karanja98@gmail.com,254703336537,Female,Embu,1,Apartment,6kg,Afternoon,Kerosene,45,Heavy Users
James Cheruiyot,james.cheruiyot57@gmail.com,254771178716,Male,Garissa,8,House,Other,Afternoon,Firewood,118,Low Users
John Achieng,john.achieng47@gmail.com,254777358018,Male,Meru,4,Business,6kg,Afternoon,Firewood,69,Regular Users
Mark Maina,mark.maina28@gmail.com,254711747721,Male,Busia,6,Apartment,13kg,Evening,Electricity,32,Heavy Users
Agnes Cheruiyot,agnes.cheruiyot33@gmail.com,254728080708,Male,Nakuru,8,House,13kg,Morning,Charcoal,79,Regular Users
Mercy Kiptoo,mercy.kiptoo90@gmail.com,254730971730,Female,Kitui,3,House,13kg,Afternoon,Firewood,76,Regular Users
James Kiptoo,james.kiptoo2@gmail.com,254757317587,Female,Narok,4,House,13kg,Afternoon,Charcoal,55,Regular Users
Esther Maina,esther.maina5@gmail.com,254762560952,Female,Tharaka Nithi,1,House,13kg,Afternoon,Electricity,39,Heavy Users
Michael Achieng,michael.achieng31@gmail.com,254781462282,Female,Baringo,1,House,13kg,Morning,Charcoal,84,Regular Users
Paul Kamau,paul.kamau20@gmail.com,254746106104,Male,Tana River,3,House,13kg,Evening,Charcoal,27,Heavy Users
Joseph Kamau,joseph.kamau64@gmail.com,254789588361,Male,Baringo,5,Business,13kg,Evening,None,134,At-Risk
Faith Onyango,faith.onyango68@gmail.com,254741097350,Female,Turkana,6,House,13kg,Afternoon,Electricity,111,Low Users
John Mutua,john.mutua70@gmail.com,254766235567,Male,Vihiga,3,House,13kg,Afternoon,Charcoal,117,Low Users
Peter Muriuki,peter.muriuki83@gmail.com,254717975985,Male,Nyandarua,7,Bedsitter,13kg,Afternoon,Electricity,85,Regular Users
Peter Onyango,peter.onyango15@gmail.com,254748339354,Male,Nakuru,3,Apartment,13kg,Evening,None,51,Regular Users
David Otieno,david.otieno77@gmail.com,254786840102,Male,Lamu,4,Apartment,13kg,Morning,Charcoal,105,Low Users
James Otieno,james.otieno15@gmail.com,254711327518,Female,Nyeri,5,Business,13kg,Afternoon,Charcoal,70,Regular Users
Grace Achieng,grace.achieng12@gmail.com,254719042558,Male,Samburu,4,Apartment,13kg,Evening,Firewood,82,Regular Users
Esther Kuria,esther.kuria10@gmail,254771192377,Male,Busia,4,Apartment,50kg,Afternoon,Firewood,144,At-Risk
David Mutua,david.mutua14@gmail.com,254773486885,Female,Bomet,1,House,13kg,Morning,Firewood,77,Regular Users
Jane Mutua,jane.mutua24@gmail.com,254734422037,Female,Bungoma,5,Business,13kg,Evening,Charcoal,77,Regular Users
John Kuria,john.kuria7@gmail.com,254758322370,Male,Isiolo,2,Bedsitter,13kg,Afternoon,Firewood,105,Low Users
John Karanja,john.karanja56@gmail.com,254771483757,Male,Nairobi,7,Bedsitter,13kg,Evening,None,68,Regular Users
Lilian Mugo,lilian.mugo12@gmail.com,254742082179,Male,Kwale,2,Bedsitter,13kg,Morning,Charcoal,89,Regular Users
Mary Mwangi,mary.mwangi37@gmail.com,254728115289,Male,Kisumu,3,House,13kg,Afternoon,Electricity,34,Heavy Users
Esther Mugo,esther.mugo71@gmail.com,254711467329,Male,Siaya,8,Business,13kg,Evening,Electricity,73,Regular Users
Agnes Njoroge,agnes.njoroge66@gmail.com,254753048729,Male,Makueni,3,Bedsitter,13kg,Evening,Firewood,120,Low Users
Robert Onyango,robert.onyango2@gmail.com,254749005354,Male,Nairobi,5,Bedsitter,13kg,Afternoon,Charcoal,27,Heavy Users
James Muriuki,james.muriuki97@gmail.com,254793022448,Female,Narok,7,Business,50kg,Morning,Charcoal,72,Regular Users
Mary Onyango,mary.onyango23@gmail.com,254752808757,Male,Bungoma,4,Bedsitter,13kg,Morning,Charcoal,79,Regular Users
James Kamau,james.kamau48@gmail.com,254719170376,Female,Makueni,8,Business,13kg,Evening,None,127,At-Risk
Daniel Onyango,daniel.onyango94@gmail.com,254745919981,Female,Samburu,7,Apartment,50kg,Evening,Charcoal,24,Heavy Users
Susan Onyango,susan.onyango85@gmail.com,254719079960,Female,Bomet,7,Apartment,13kg,Afternoon,Kerosene,122,At-Risk
Lilian Kamau,lilian.kamau96@gmail.com,254790356261,Female,Nairobi,4,Bedsitter,13kg,Afternoon,Firewood,25,Heavy Users
Susan Ngugi,susan.ngugi2@gmail.com,254729682208,Male,Migori,2,Bedsitter,6kg,Morning,Charcoal,128,At-Risk
Mark Mugo,mark.mugo20@gmail.com,254783227062,Male,Laikipia,5,Bedsitter,13kg,Morning,Firewood,135,At-Risk
John Otieno,john.otieno44@gmail.com,254723843823,Female,Laikipia,4,Apartment,13kg,Evening,Firewood,113,Low Users
Faith Ngugi,faith.ngugi7@gmail.com,254770711862,Male,Makueni,3,House,Other,Afternoon,Firewood,66,Regular Users
David Kamau,david.kamau21@gmail.com,254765964423,Female,Turkana,3,House,13kg,Morning,Firewood,118,Low Users
Agnes Mugo,agnes.mugo99@gmail.com,254797747837,Female,Baringo,3,House,13kg,Afternoon,Electricity,74,Regular Users
Lilian Onyango,lilian.onyango94@gmail.com,254765562798,Female,Mombasa,8,Bedsitter,13kg,Evening,None,71,Regular Users
Jane Kuria,jane.kuria21@gmail.com,254780256599,Male,Kajiado,6,House,13kg,Afternoon,Electricity,32,Heavy Users
Michael Otieno,michael.otieno79@gmail.com,254757774580,Female,Nyeri,9,Bedsitter,13kg,Afternoon,Charcoal,133,At-Risk
Jane Achieng,jane.achieng3@gmail.com,254756158045,Male,Kitui,8,House,Other,Afternoon,Charcoal,143,At-Risk
Mary Omondi,mary.omondi19@gmail.com,254743306411,Male,Nairobi,9,Apartment,13kg,Morning,Firewood,125,At-Risk
Agnes Karanja,agnes.karanja55@gmail.com,254712924010,Female,Mandera,1,Apartment,13kg,Evening,Electricity,139,At-Risk
Grace Njoroge,grace.njoroge24@gmail.com,254739535165,Male,Muranga,5,Business,13kg,Morning,None,82,Regular Users
Grace Kiptoo,grace.kiptoo20@gmail.com,254750789078,Female,Busia,10,Apartment,13kg,Morning,Electricity,38,Heavy Users
Mark Omondi,mark.omondi7@gmail.com,254788272620,Male,Trans Nzoia,9,Apartment,50kg,Afternoon,Firewood,111,Low Users
Robert Karanja,robert.karanja94@gmail.com,254765799256,Female,Marsabit,4,Apartment,Other,Evening,Charcoal,77,Regular Users
Jane Maina,jane.maina21@gmail.com,254798741702,Male,Kiambu,2,Business,Other,Evening,Firewood,109,Low Users
John Omondi,john.omondi14@gmail.com,254764196741,Female,Bomet,6,Apartment,6kg,Evening,Charcoal,136,At-Risk
Paul Onyango,paul.onyango27@gmail.com,254788869475,Male,Muranga,8,Apartment,6kg,Morning,Kerosene,81,Regular Users
Jane Kibet,jane.kibet95@gmail.com,254725634807,Female,West Pokot,2,Apartment,50kg,Morning,Charcoal,42,Heavy Users
John Kuria,john.kuria44@gmail.com,254792212845,Male,Mandera,4,Business,50kg,Morning,Charcoal,146,At-Risk
Grace Kuria,grace.kuria99@gmail.com,254716897316,Male,Nyamira,6,Apartment,13kg,Morning,Electricity,148,At-Risk
Paul Kiptoo,paul.kiptoo67@gmail.com,254718562277,Female,Samburu,5,Bedsitter,6kg,Afternoon,Electricity,77,Regular Users
Grace Maina,grace.maina13@gmail.com,254756127945,Male,Muranga,9,House,13kg,Morning,Charcoal,141,At-Risk
Ruth Mugo,ruth.mugo81@gmail.com,254759573825,Male,Marsabit,4,Bedsitter,13kg,Evening,Charcoal,20,Heavy Users
Faith Otieno,faith.otieno27@gmail.com,254781388131,Male,Kajiado,2,House,13kg,Evening,Electricity,53,Regular Users
Faith Kimani,faith.kimani36@gmail.com,254759086598,Female,Siaya,1,House,Other,Morning,Charcoal,115,Low Users
Robert Ngugi,robert.ngugi42@gmial.com,254766019614,Female,Trans Nzoia,7,Bedsitter,50kg,Morning,None,145,At-Risk
Jane Kibet,jane.kibet84@gmail.com,254762558255,Male,Embu,3,House,13kg,Morning,Charcoal,137,At-Risk
Ruth Ngugi,ruth.ngugi73@gmail.com,254791876780,Male,Bomet,4,Business,6kg,Morning,Charcoal,67,Regular Users
John Cheruiyot,john.cheruiyot76@gmail.com,254766570307,Male,Nairobi,4,Apartment,13kg,Morning,Charcoal,108,Low Users
Daniel Kimani,daniel.kimani44@gmail.com,254716418732,Male,Mandera,7,Bedsitter,Other,Morning,Electricity,136,At-Risk
Robert Mwangi,robert.mwangi64@gmail.com,254712048050,Female,Taita Taveta,4,Business,13kg,Evening,Charcoal,148,At-Risk
John Kamau,john.kamau60@gmail.com,254703613618,Male,Kajiado,6,Bedsitter,13kg,Evening,Electricity,35,Heavy Users
Peter Muriuki,peter.muriuki89gmail.com,254761211083,Female,Nairobi,2,Business,13kg,Afternoon,Charcoal,88,Regular Users
Robert Mugo,robert.mugo38@gmail.com,254719722176,Male,Garissa,1,House,13kg,Evening,Charcoal,41,Heavy Users
Lilian Maina,lilian.maina31@gmail.com,254703945256,Male,Bomet,5,House,Other,Afternoon,Charcoal,112,Low Users
Susan Muriuki,"susan.muriuki31@gmail.com,",254724116130,Female,Wajir,6,Apartment,50kg,Evening,Charcoal,95,Low Users
Robert Kibet,robert.kibet26@gmail.com,254748375255,Male,Trans Nzoia,10,House,13kg,Evening,Firewood,105,Low Users
Faith Muriuki,faith.muriuki86@gmail.com,254792084417,Female,Bungoma,9,Business,13kg,Evening,Firewood,48,Regular Users
Ruth Karanja,ruth.karanja91@gmail.com,254704753754,Female,Turkana,2,Bedsitter,13kg,Morning,Kerosene,88,Regular Users
Mercy Otieno,mercy.otieno35@gmail.com,254780556069,Male,Uasin Gishu,5,House,13kg,Afternoon,Charcoal,66,Regular Users
Agnes Njoroge,agnes.njoroge48@gmail.com,254734702567,Female,Machakos,3,Bedsitter,13kg,Evening,Charcoal,113,Low Users
Paul Mwangi,paul.mwangi87@gmail.com,254735020663,Female,Wajir,6,Apartment,6kg,Afternoon,Firewood,104,Low Users
James Karanja,james.karanja50@gmail.com,254726051552,Male,Kajiado,10,House,13kg,Evening,Electricity,58,Regular Users
Ruth Njoroge,ruth.njoroge26@gmail.com,254733799510,Female,Nandi,9,Apartment,13kg,Morning,Charcoal,119,Low Users
Faith Onyango,faith.onyango2@gmail.com,254731563635,Female,Baringo,7,Apartment,13kg,Evening,Kerosene,52,Regular Users
Agnes Mugo,agnes.mugo2@gmail.com,254706739929,Female,Kisumu,9,Business,13kg,Morning,None,120,Low Users
John Kuria,john.kuria60@gmail.com,254730111250,Male,Kiambu,9,Business,13kg,Evening,Charcoal,42,Heavy Users
Lilian Ngugi,lilian.ngugi68@gmail.com,254771548336,Female,Nyeri,6,Bedsitter,13kg,Morning,Electricity,29,Heavy Users
Lilian Onyango,lilian.onyango85@gmail.com,254785251526,Female,Kwale,6,House,13kg,Morning,None,88,Regular Users
Mercy Karanja,mercy.karanja34@gmail.com,254732725006,Male,Meru,6,Business,13kg,Afternoon,Firewood,119,Low Users
John Kiptoo,john.kiptoo89@gmail.com,254724829285,Female,Machakos,9,House,13kg,Evening,Electricity,53,Regular Users
Ruth Kuria,ruth.kuria87@gmail.com,254738993759,Male,Garissa,6,Business,13kg,Morning,Kerosene,115,Low Users
John Mwangi,john.mwangi76@gmail.com,254782412800,Male,Nakuru,4,Business,6kg,Evening,Firewood,20,Heavy Users
David Maina,david.maina82@gmail.com,254759025511,Male,Kwale,2,Apartment,13kg,Afternoon,Electricity,88,Regular Users
David Mugo,david.mugo78@gmail.com,254748004341,Female,Nairobi,9,Business,13kg,Morning,Charcoal,23,Heavy Users
Peter Mugo,peter.mugo26@gmail.com,254734483246,Female,Kilifi,2,House,13kg,Afternoon,Firewood,35,Heavy Users
James Onyango,james.onyango52@gmail.com,254732576282,Male,Kiambu,3,Business,Other,Morning,Electricity,43,Heavy Users
Mercy Njoroge,mercy.njoroge34@gmail.com,254745174699,Male,Kisumu,6,Business,50kg,Afternoon,Charcoal,99,Low Users
Grace Kuria,grace.kuria87@gmail.com,254716766312,Female,Kiambu,9,House,13kg,Evening,None,21,Heavy Users
Michael Njoroge,michael.njoroge24@gmail.com,254793279837,Male,Nakuru,8,Apartment,6kg,Morning,Firewood,147,At-Risk
Susan Muriuki,susan.muriuki28@gmail.com,254749392551,Male,West Pokot,2,House,13kg,Morning,Charcoal,103,Low Users
Mary Mwangi,mary.mwangi26@gmail.com,254733144147,Female,Marsabit,1,Bedsitter,Other,Morning,Charcoal,143,At-Risk
Lilian Kamau,lilian.kamau2@gmail.com,254715177033,Female,Nyeri,6,Business,13kg,Evening,Charcoal,52,Regular Users
John Ngugi,john.ngugi96@gmail.com,254776987426,Male,Nyamira,7,House,13kg,Evening,Charcoal,120,Low Users
Susan Ngugi,susan.ngugi16@gmail.com,254715600472,Male,Kisumu,8,House,50kg,Afternoon,Electricity,31,Heavy Users
Michael Karanja,michael.karanja85@gmail.com,254704067589,Female,Tharaka Nithi,2,House,6kg,Morning,Charcoal,86,Regular Users
Susan Kiptoo,susan.kiptoo15@gmail.com,254711405296,Female,Nakuru,7,Apartment,6kg,Afternoon,Charcoal,84,Regular Users
Lilian Muriuki,lilian.muriuki30@gmail.com,254763576688,Male,Kitui,2,Apartment,13kg,Afternoon,None,93,Low Users
Joseph Karanja,joseph.karanja98@gmail.com,254794529826,Female,Wajir,5,House,6kg,Morning,Firewood,62,Regular Users
Ruth Mugo,ruth.mugo91@gmail.com,254711164806,Male,Nyeri,8,Apartment,6kg,Morning,Firewood,63,Regular Users
John Kibet,john.kibet25@gmail.com,254798124674,Female,Baringo,6,Apartment,13kg,Morning,Firewood,48,Regular Users
Ruth Mwangi,ruth.mwangi15@gmail.com,254716193947,Female,Machakos,10,Business,6kg,Afternoon,Firewood,31,Heavy Users
Mark Kimani,mark.kimani13@gmail.com,254787535158,Female,Kisumu,5,Bedsitter,13kg,Afternoon,None,114,Low Users
Jane Kamau,jane.kamau56@gmail.com,254774932828,Female,Mombasa,5,House,13kg,Evening,Electricity,65,Regular Users
Joseph Kiptoo,joseph.kiptoo92@gmail.com,254714127860,Female,Kisii,7,Business,13kg,Morning,Charcoal,149,At-Risk
Peter Karanja,peter.karanja66@gmail.com,254763628587,Female,Kwale,2,House,13kg,Morning,Electricity,54,Regular Users
Paul Mugo,paul.mugo61@gmail.com,254754952822,Male,Lamu,10,House,13kg,Morning,Firewood,100,Low Users
Daniel Kuria,daniel.kuria39@gmail.com,254714360636,Female,West Pokot,8,Business,13kg,Morning,None,109,Low Users
Paul Kamau,paul.kamau4@gmail.com,254791769813,Male,Turkana,4,Apartment,13kg,Morning,None,27,Heavy Users
Robert Cheruiyot,robert.cheruiyot71@gmail.com,254726287456,Female,Mandera,2,Bedsitter,13kg,Morning,Kerosene,112,Low Users
Mary Ngugi,mary.ngugi48@gmail.com,254781054446,Male,Bungoma,8,Business,13kg,Evening,Charcoal,109,Low Users
Lilian Kamau,lilian.kamau96@gmail.com,254723237535,Male,Nairobi,8,Business,13kg,Evening,Kerosene,134,At-Risk
Joseph Kimani,joseph.kimani9@gmail.com,254770076816,Female,Tharaka Nithi,3,Apartment,13kg,Morning,Charcoal,124,At-Risk
Faith Karanja,faith.karanja8@gmail.com,254780509633,Female,Nyandarua,1,Apartment,6kg,Morning,None,77,Regular Users
Mercy Njoroge,mercy.njoroge75@gmail.com,254769506469,Female,Nairobi,8,Business,6kg,Morning,Firewood,133,At-Risk
Faith Ngugi,faith.ngugi77@gmail.com,254701974096,Female,Narok,5,Apartment,50kg,Morning,Charcoal,94,Low Users
Lilian Kuria,lilian.kuria81@gmail.com,254799054839,Male,Muranga,10,Apartment,13kg,Evening,Electricity,139,At-Risk
Jane Cheruiyot,jane.cheruiyot39@gmail.com,254780402503,Female,Kwale,3,Bedsitter,13kg,Afternoon,Kerosene,40,Heavy Users
Jane Omondi,jane.omondi13@gmail.com,254737865272,Male,Kisumu,5,Bedsitter,6kg,Afternoon,Electricity,120,Low Users
Grace Otieno,grace.otieno51@gmail.com,254781551262,Male,Nairobi,9,Apartment,13kg,Morning,None,118,Low Users
Agnes Njoroge,agnes.njoroge28@gmail.com,254724300412,Female,Bungoma,9,Bedsitter,Other,Morning,None,55,Regular Users
Michael Mugo,michael.mugo36@gmail.com,254749822952,Female,Tharaka Nithi,1,Apartment,13kg,Afternoon,Electricity,115,Low Users
Lilian Kuria,lilian.kuria99@gmail.com,254778271156,Female,Migori,3,House,6kg,Morning,Charcoal,56,Regular Users
John Omondi,john.omondi32@gmail.com,254770671065,Male,Isiolo,10,Business,13kg,Afternoon,Firewood,31,Heavy Users
Peter Kimani,peter.kimani38@gmail.com,254764413657,Male,Kitui,8,Bedsitter,13kg,Morning,None,132,At-Risk
Robert Mugo,robert.mugo55@gmail.com,254747461382,Female,Trans Nzoia,4,Apartment,13kg,Afternoon,Kerosene,32,Heavy Users
Lilian Kibet,lilian.kibet82@gmail.com,254716246824,Male,Makueni,8,Bedsitter,Other,Evening,Firewood,42,Heavy Users
Grace Achieng,grace.achieng82@gmail.com,254780604875,Male,Migori,4,Business,13kg,Afternoon,None,118,Low Users
John Kimani,john.kimani82@gmail.com,254734636597,Female,Nakuru,6,Business,6kg,Morning,Charcoal,124,At-Risk
Faith Onyango,faith.onyango74@gmail.com,254762398865,Male,Embu,6,Business,13kg,Morning,None,49,Regular Users
Mary Kiptoo,mary.kiptoo8@gmail.com,254754133747,Male,Kisii,7,Apartment,6kg,Morning,Charcoal,36,Heavy Users
Peter Omondi,peter.omondi68@gmail.com,254745128563,Female,Garissa,2,Business,13kg,Evening,Firewood,132,At-Risk
Mercy Mugo,mercy.mugo30@gmail.com,254742722752,Male,Baringo,7,Apartment,13kg,Afternoon,Electricity,81,Regular Users
Lilian Kibet,lilian.kibet43@gmail.com,254763950076,Male,Bungoma,6,Bedsitter,13kg,Evening,Electricity,103,Low Users
Mercy Kibet,mercy.kibet98@gmail.com,254779561090,Male,Baringo,7,Bedsitter,13kg,Afternoon,Electricity,131,At-Risk
Agnes Mwangi,agnes.mwangi61@gmail.com,254735704427,Male,Busia,10,House,13kg,Afternoon,Firewood,105,Low Users
